QueryId,DocumentId,Relevance
201,clueweb12-1310wb-04-16486,0.8727541218323357
201,clueweb12-1102wb-91-12621,0.866381993268466
201,clueweb12-0401tw-01-03242,0.8511055175678713
201,clueweb12-1604wb-20-11054,0.728891341862864
201,clueweb12-0713wb-62-15328,0.7270592948539265
201,clueweb12-0604wb-40-13236,0.6488733323077337
201,clueweb12-1500tw-29-15704,0.5946189866082208
201,clueweb12-0401tw-00-11091,0.4947474963157282
201,clueweb12-0900wb-35-34759,0.4866704306201044
201,clueweb12-0902wb-72-11855,0.3356693165871079
201,clueweb12-0906wb-09-33744,0.3239790116336959
201,clueweb12-0904wb-71-24469,0.2889949718456713
201,clueweb12-1500tw-89-03150,0.2872693102141414
201,clueweb12-0307wb-47-02869,0.27244554559644557
201,clueweb12-0906wb-96-33932,0.26507159573050404
201,clueweb12-1806wb-39-29403,0.26070439842890153
201,clueweb12-1600tw-02-18513,0.2510705918286151
201,clueweb12-0906wb-67-25261,0.24279693481545592
201,clueweb12-0301tw-21-03835,0.23748730295098092
201,clueweb12-0700tw-54-14874,0.23195833432227966
201,clueweb12-0910wb-29-12247,0.22680122490447957
201,clueweb12-0500tw-11-08405,0.21014938853697923
201,clueweb12-0714wb-00-13547,0.20843024401121132
201,clueweb12-0908wb-21-22923,0.20514002276418652
201,clueweb12-1200tw-80-10421,0.20371125714952357
201,clueweb12-0700tw-24-01437,0.1998367241112297
201,clueweb12-0300tw-61-16714,0.19368301747533936
201,clueweb12-0713wb-53-13641,0.19174099832826055
201,clueweb12-0807wb-93-08686,0.1873230882004796
201,clueweb12-0400tw-34-18992,0.18119007117618777
201,clueweb12-0800tw-37-07485,0.17825123829622647
201,clueweb12-0401tw-03-21671,0.17560187156703894
201,clueweb12-1712wb-90-15515,0.1711986284798488
201,clueweb12-1811wb-56-16219,0.17105245193048976
201,clueweb12-1211wb-15-11029,0.16703774038609692
201,clueweb12-0906wb-86-33232,0.1656854118634392
201,clueweb12-0800tw-24-10527,0.16247102227782306
201,clueweb12-0301tw-34-08947,0.16071011466294544
201,clueweb12-0908wb-88-00684,0.16039473748571048
201,clueweb12-1600tw-40-06466,0.15878239555126333
201,clueweb12-0810wb-64-06846,0.15395482119754622
201,clueweb12-1305wb-59-01481,0.15195098541389154
201,clueweb12-0400tw-96-01734,0.1519249794511557
201,clueweb12-0909wb-96-26247,0.14949543886240255
201,clueweb12-0900tw-69-06553,0.14339570110380756
201,clueweb12-0401tw-16-02547,0.1399637535213881
201,clueweb12-1103wb-53-15541,0.12934876826705455
201,clueweb12-1103wb-89-23937,0.12934876826705455
201,clueweb12-0800tw-24-12533,0.1272178339240461
201,clueweb12-1500tw-87-15657,0.12563114810028703
201,clueweb12-1200tw-74-09560,0.11784241052756014
201,clueweb12-0401tw-11-13679,0.11784241052756014
201,clueweb12-0901tw-08-02360,0.11566255555083232
201,clueweb12-1100tw-71-09590,0.10455358427487443
201,clueweb12-0400tw-98-19394,0.1038941415073019
201,clueweb12-1700tw-03-09403,0.1038941415073019
201,clueweb12-0400tw-96-22358,0.10311848073122278
201,clueweb12-0500tw-11-00340,0.09727628838169235
201,clueweb12-0717wb-19-00907,0.09662135423159049
201,clueweb12-0108wb-37-07006,0.09452928648155477
201,clueweb12-1602wb-44-05440,0.09392955393441708
201,clueweb12-0816wb-83-13972,0.09183948501891952
201,clueweb12-0800tw-05-18710,0.08998711503813632
201,clueweb12-1700tw-22-12689,0.08826053647919416
201,clueweb12-0915wb-07-09887,0.08771831205907749
201,clueweb12-0916wb-00-04079,0.08465210242719104
201,clueweb12-0600tw-42-14363,0.08290653390538175
201,clueweb12-1700tw-09-00623,0.08198821059537621
201,clueweb12-0700tw-16-15536,0.07834691793535756
201,clueweb12-0611wb-37-01840,0.07692806698071493
201,clueweb12-0915wb-34-01721,0.06858908634669346
201,clueweb12-1110wb-37-14389,0.06672891145583579
201,clueweb12-1200tw-27-17833,0.06485589180375384
201,clueweb12-0600tw-27-03059,0.06238621247664782
201,clueweb12-1205wb-61-24105,0.052304774278019314
201,clueweb12-1812wb-83-07588,0.04632996909050696
201,clueweb12-1608wb-61-17370,0.04632996909050696
201,clueweb12-1410wb-38-06953,0.04548161112700474
201,clueweb12-0207wb-00-11831,0.04379642053379265
201,clueweb12-0209wb-62-29860,0.04379642053379265
201,clueweb12-1103wb-34-18912,0.04251384415428641
201,clueweb12-0606wb-18-17991,0.04251384415428641
201,clueweb12-1200tw-74-13246,0.04080608064673901
201,clueweb12-0500tw-22-06416,0.04080608064673901
201,clueweb12-1804wb-47-11412,0.04057182500720766
201,clueweb12-1712wb-94-32026,0.03979616423112852
201,clueweb12-1811wb-98-08858,0.037595264541616755
201,clueweb12-0713wb-63-21836,0.037595264541616755
201,clueweb12-0200tw-44-09077,0.037595264541616755
201,clueweb12-0713wb-35-13648,0.037454664064646606
201,clueweb12-0006wb-96-02778,0.03412978987091903
201,clueweb12-1200tw-71-00213,0.03391700983411648
201,clueweb12-0401tw-04-20151,0.03213653446799403
201,clueweb12-1203wb-45-10051,0.028512246264589893
201,clueweb12-1203wb-51-26700,0.028512246264589893
201,clueweb12-1007wb-48-27054,0.027304298074784378
201,clueweb12-0900wb-98-24673,0.026723491870513878
201,clueweb12-0800tw-17-25760,0.019159030277246338
201,clueweb12-0800tw-43-07338,0.006433982773842228
201,clueweb12-1910wb-84-16059,0.00010663040041942486
