QueryId,DocumentId,lm_content,lm_title,lm_anchors
201,clueweb12-1700tw-22-12689,-8.225949262204331,-6.355370567530543,0.0
201,clueweb12-0915wb-34-01721,-8.566673287044463,-7.16593235461215,-22.809554040860135
201,clueweb12-0713wb-35-13648,-10.131514227690534,-22.334010241263574,-22.809554040860135
201,clueweb12-0900wb-98-24673,-8.882039803372262,-22.334010241263574,0.0
201,clueweb12-0909wb-96-26247,-9.772028016325244,-6.355370567530543,-7.56725843139165
201,clueweb12-0401tw-04-20151,-10.772164252333795,-8.1868469785881,0.0
201,clueweb12-1102wb-91-12621,-10.435192880115547,-4.969444713831834,-4.158679237198113
201,clueweb12-0400tw-34-18992,-10.287844156825424,-6.6635491087767935,-5.99095497981515
201,clueweb12-0901tw-08-02360,-9.98757007556847,-6.2582833885362845,0.0
201,clueweb12-1500tw-87-15657,-10.561769421741301,-8.04898398448315,0.0
201,clueweb12-0401tw-16-02547,-10.313116328362767,-7.740928148630951,0.0
201,clueweb12-0900wb-35-34759,-12.465694143336572,-5.990850281049395,-7.213839020122749
201,clueweb12-1200tw-80-10421,-11.396867135898738,-7.740928148630951,0.0
201,clueweb12-0915wb-07-09887,-10.490010518743173,-14.758199058357121,-14.929672698022147
201,clueweb12-1804wb-47-11412,-11.79505846462644,-22.334010241263574,-22.809554040860135
201,clueweb12-0713wb-53-13641,-11.806473293757598,-6.6635491087767935,0.0
201,clueweb12-1602wb-44-05440,-10.49361990918812,-6.930489084314715,-22.809554040860135
201,clueweb12-0401tw-00-11091,-11.043571597071866,-6.6635491087767935,-9.705265939438615
201,clueweb12-0800tw-17-25760,-10.099360402699547,-7.37653059360691,0.0
201,clueweb12-0800tw-24-12533,-10.385508002550344,-6.6635491087767935,0.0
201,clueweb12-0800tw-05-18710,-10.810432133070787,-14.758199058357121,-14.929672698022147
201,clueweb12-1007wb-48-27054,-9.143372665035642,-14.912264291109077,0.0
201,clueweb12-1205wb-61-24105,-9.264740350985917,-6.930489084314715,-7.416324815598172
201,clueweb12-1200tw-74-09560,-10.50512014102994,-7.16593235461215,-6.2115916550799675
201,clueweb12-0900tw-69-06553,-10.693932543254096,-5.990850281049395,0.0
201,clueweb12-0906wb-96-33932,-11.398318341044927,-5.544686014227586,-22.809554040860135
201,clueweb12-0401tw-11-13679,-10.482901900127295,-7.16593235461215,-6.1313264439769455
201,clueweb12-1310wb-04-16486,-10.577433845365526,-5.544686014227586,-4.158679237198113
201,clueweb12-0400tw-98-19394,-11.489489267298552,-7.16593235461215,0.0
201,clueweb12-1712wb-94-32026,-11.219620328707332,-22.334010241263574,-22.809554040860135
201,clueweb12-0810wb-64-06846,-10.463322737944669,-7.567028169587758,-6.839352886697471
201,clueweb12-1103wb-53-15541,-10.874164514464042,-6.6635491087767935,0.0
201,clueweb12-1103wb-89-23937,-10.871948980329755,-6.6635491087767935,0.0
201,clueweb12-0800tw-37-07485,-10.769047369307508,-6.6635491087767935,-8.551498545747705
201,clueweb12-0904wb-71-24469,-11.368057005562736,-5.544686014227586,-22.809554040860135
201,clueweb12-1700tw-03-09403,-11.612515182122586,-6.930489084314715,0.0
201,clueweb12-0400tw-96-22358,-11.074323124175123,-6.930489084314715,0.0
201,clueweb12-0401tw-03-21671,-10.596183962370203,-6.930489084314715,-6.930656574886968
201,clueweb12-1200tw-74-13246,-10.286835785710345,-7.16593235461215,0.0
201,clueweb12-0500tw-22-06416,-10.399850025479655,-7.16593235461215,0.0
201,clueweb12-0604wb-40-13236,-12.44636364879741,-6.355370567530543,-6.529463377202767
201,clueweb12-0700tw-54-14874,-12.3759661368092,-7.16593235461215,-22.809554040860135
201,clueweb12-0816wb-83-13972,-10.220241011389199,-6.930489084314715,-6.663695671033576
201,clueweb12-0700tw-24-01437,-11.074096076461196,-7.740928148630951,0.0
201,clueweb12-1806wb-39-29403,-11.24844159968574,-6.6635491087767935,-5.544769777816883
201,clueweb12-0916wb-00-04079,-9.962613486646132,-6.930489084314715,-6.663695671033576
201,clueweb12-0600tw-42-14363,-11.368438991509443,-7.567028169587758,0.0
201,clueweb12-1211wb-15-11029,-9.916959036492276,-8.04898398448315,-7.56725843139165
201,clueweb12-0717wb-19-00907,-10.633334113611046,-7.37653059360691,-6.97187816968302
201,clueweb12-0908wb-21-22923,-11.469467106768835,-7.567028169587758,-7.222635349811714
201,clueweb12-1103wb-34-18912,-11.15382612363181,-22.334010241263574,-22.809554040860135
201,clueweb12-0713wb-62-15328,-12.635715385459665,-5.990850281049395,-5.544769777816883
201,clueweb12-0807wb-93-08686,-10.552228433301556,-6.6635491087767935,-6.108605102148218
201,clueweb12-1500tw-29-15704,-12.42750814821703,-6.930489084314715,-6.663695671033576
201,clueweb12-1712wb-90-15515,-9.958709542049565,-7.37653059360691,-14.445731806149832
201,clueweb12-1700tw-09-00623,-11.120777284251556,-7.567028169587758,0.0
201,clueweb12-1305wb-59-01481,-10.991355107177107,-7.16593235461215,-7.308970786081261
201,clueweb12-1410wb-38-06953,-10.727728795536798,-22.334010241263574,0.0
201,clueweb12-0006wb-96-02778,-9.895625559486696,-22.334010241263574,0.0
201,clueweb12-1600tw-02-18513,-11.241054219684006,-6.6635491087767935,-6.35549619918531
201,clueweb12-0301tw-34-08947,-11.848001209851123,-7.37653059360691,-7.351595102760244
201,clueweb12-0207wb-00-11831,-11.165123114148464,-22.334010241263574,-22.809554040860135
201,clueweb12-0209wb-62-29860,-11.184256479017986,-22.334010241263574,-22.809554040860135
201,clueweb12-1110wb-37-14389,-10.289427637826067,-8.761597509414997,-7.166120771213778
201,clueweb12-0300tw-61-16714,-12.014906079079465,-6.6635491087767935,0.0
201,clueweb12-0700tw-16-15536,-10.618278626875881,-7.37653059360691,-6.930656574886968
201,clueweb12-0500tw-11-08405,-11.838563754160521,-7.37653059360691,-6.1526162694633
201,clueweb12-1812wb-83-07588,-11.319710406377187,-22.334010241263574,0.0
201,clueweb12-1200tw-71-00213,-10.555787561935201,-7.37653059360691,-7.326129784527205
201,clueweb12-1100tw-71-09590,-11.722071722506945,-6.930489084314715,0.0
201,clueweb12-1608wb-61-17370,-11.428101987581917,-22.334010241263574,0.0
201,clueweb12-1500tw-89-03150,-11.601133230831763,-6.6635491087767935,-6.171934728415447
201,clueweb12-1203wb-45-10051,-11.187990476123165,-22.334010241263574,-22.809554040860135
201,clueweb12-0611wb-37-01840,-12.535109090434286,-22.334010241263574,-22.809554040860135
201,clueweb12-1604wb-20-11054,-10.46713508963473,-5.544686014227586,-4.158679237198113
201,clueweb12-0902wb-72-11855,-11.689478558691674,-5.544686014227586,-5.544769777816883
201,clueweb12-1203wb-51-26700,-11.184682957411619,-22.334010241263574,-22.809554040860135
201,clueweb12-0910wb-29-12247,-12.323166872459907,-6.930489084314715,-22.809554040860135
201,clueweb12-1200tw-27-17833,-10.472460197682818,-7.37653059360691,-6.930656574886968
201,clueweb12-1910wb-84-16059,-9.27752935832562,-22.334010241263574,-22.809554040860135
201,clueweb12-0108wb-37-07006,-11.148150582383476,-14.575962955940298,-14.41789793103069
201,clueweb12-0500tw-11-00340,-10.722104264885138,-6.930489084314715,-6.678803683285922
201,clueweb12-0600tw-27-03059,-10.375106246510484,-5.544686014227586,-7.253050246893387
201,clueweb12-0906wb-09-33744,-12.331213764799362,-5.27768465014471,-8.659531177349713
201,clueweb12-0606wb-18-17991,-11.946698263453241,-22.334010241263574,-22.809554040860135
201,clueweb12-1811wb-98-08858,-12.215703438360627,-22.334010241263574,-22.809554040860135
201,clueweb12-1811wb-56-16219,-10.921609226770563,-6.355370567530543,-5.99095497981515
201,clueweb12-0401tw-01-03242,-12.319220529503614,-5.990850281049395,-8.18716090338317
201,clueweb12-0906wb-67-25261,-12.96630376906424,-5.544686014227586,-22.809554040860135
201,clueweb12-0908wb-88-00684,-11.872822730022067,-6.930489084314715,-22.809554040860135
201,clueweb12-0713wb-63-21836,-11.949783331585547,-22.334010241263574,-22.809554040860135
201,clueweb12-1600tw-40-06466,-10.744608361952448,-7.900890797732347,-7.376739933952269
201,clueweb12-0906wb-86-33232,-11.383426213592687,-7.37653059360691,-22.809554040860135
201,clueweb12-0714wb-00-13547,-11.433370280279558,-5.544686014227586,-4.969507539956779
201,clueweb12-0800tw-43-07338,-10.416998277625648,-7.567028169587758,0.0
201,clueweb12-0301tw-21-03835,-11.832166685495533,-8.04898398448315,-7.612178678554578
201,clueweb12-0200tw-44-09077,-12.452651238710404,-22.334010241263574,-22.809554040860135
201,clueweb12-0800tw-24-10527,-10.912554710261183,-6.355370567530543,-7.376739933952269
201,clueweb12-0400tw-96-01734,-10.50761557262327,-5.990850281049395,-22.809554040860135
201,clueweb12-0307wb-47-02869,-11.443211054861314,-4.969444713831834,-4.969507539956779
