QueryId,DocumentId,bm25_content,bm25_title,bm25_anchors
201,clueweb12-1700tw-22-12689,25.323682953988957,18.741102066745597,0.0
201,clueweb12-0915wb-34-01721,25.243154498908368,15.67845590832987,0.0
201,clueweb12-0713wb-35-13648,25.129356786183642,0.0,0.0
201,clueweb12-0900wb-98-24673,25.07637623777121,0.0,0.0
201,clueweb12-0909wb-96-26247,25.06442626310529,18.71338255397751,29.72360711420818
201,clueweb12-0401tw-04-20151,24.983173778004684,11.830622018076326,0.0
201,clueweb12-1102wb-91-12621,24.973216952843668,23.252402541930238,40.34395550656566
201,clueweb12-0400tw-34-18992,24.971541644415623,17.593299963921968,38.65503743911178
201,clueweb12-0901tw-08-02360,24.962454280135255,20.762239088879532,0.0
201,clueweb12-1500tw-87-15657,24.92522277603905,12.335036625400113,0.0
201,clueweb12-0401tw-16-02547,24.92113323743711,13.454759260093905,0.0
201,clueweb12-0900wb-35-34759,24.862209847612377,20.06656655674159,38.01868296567252
201,clueweb12-1200tw-80-10421,24.873149035916768,13.490760255274626,0.0
201,clueweb12-0915wb-07-09887,24.867513865235374,8.941231814997124,18.200631696402525
201,clueweb12-1804wb-47-11412,24.87589263447662,0.0,0.0
201,clueweb12-0713wb-53-13641,24.867202155412144,17.56721310138209,0.0
201,clueweb12-1602wb-44-05440,24.857395794834915,16.557423926969328,0.0
201,clueweb12-0401tw-00-11091,24.852312038133704,17.590482668721986,32.29090904475403
201,clueweb12-0800tw-17-25760,24.85789299657737,14.866481320766223,0.0
201,clueweb12-0800tw-24-12533,24.863459198239678,17.59231939898934,0.0
201,clueweb12-0800tw-05-18710,24.85984805431758,8.910067843744518,16.78245896191162
201,clueweb12-1007wb-48-27054,24.83645636566351,8.365045664592312,0.0
201,clueweb12-1205wb-61-24105,24.8194122565138,16.57964893785926,36.15759090123338
201,clueweb12-1200tw-74-09560,24.804525797226894,15.675026976222744,38.516519071543186
201,clueweb12-0900tw-69-06553,24.801371292727445,20.0665544351559,0.0
201,clueweb12-0906wb-96-33932,24.77476635008024,23.466881464751843,0.0
201,clueweb12-0401tw-11-13679,24.784998950531527,15.674196344980835,38.52151669977636
201,clueweb12-1310wb-04-16486,24.775692806737712,21.547106964672587,40.11811620120612
201,clueweb12-0400tw-98-19394,24.77421357516819,15.696331133934486,0.0
201,clueweb12-1712wb-94-32026,24.73756983472637,0.0,0.0
201,clueweb12-0810wb-64-06846,24.739893042856806,14.135773795593671,38.12018989963981
201,clueweb12-1103wb-53-15541,24.73527891080949,17.595414579696886,0.0
201,clueweb12-1103wb-89-23937,24.735599338315744,17.595414579696886,0.0
201,clueweb12-0800tw-37-07485,24.726762096078705,17.569281027574313,31.96337918344244
201,clueweb12-0904wb-71-24469,24.7304597817517,21.515086478659118,0.0
201,clueweb12-1700tw-03-09403,24.710527283132357,16.57631976685947,0.0
201,clueweb12-0400tw-96-22358,24.696101829393996,16.579214296418915,0.0
201,clueweb12-0401tw-03-21671,24.683937616326563,16.579267698667685,37.92116942074065
201,clueweb12-1200tw-74-13246,24.67969648873392,15.655442152137176,0.0
201,clueweb12-0500tw-22-06416,24.67716908147138,15.677738404936672,0.0
201,clueweb12-0604wb-40-13236,24.624030775047935,18.761448625218968,38.2045074307488
201,clueweb12-0700tw-54-14874,24.62916751265722,15.69484494485083,0.0
201,clueweb12-0816wb-83-13972,24.664330219443915,16.554416465530856,36.42773011997061
201,clueweb12-0700tw-24-01437,24.65701437278215,13.472578217767921,0.0
201,clueweb12-1806wb-39-29403,24.63913756890948,17.566911182957583,30.896120956737782
201,clueweb12-0916wb-00-04079,24.62977324776625,16.554531035935444,30.40425215348064
201,clueweb12-0600tw-42-14363,24.618030131759486,14.11607792685103,0.0
201,clueweb12-1211wb-15-11029,24.60463669123453,12.322453123868874,34.77600324780226
201,clueweb12-0717wb-19-00907,24.595421382397717,14.866375910123459,37.81131636004083
201,clueweb12-0908wb-21-22923,24.56660784283667,14.138168681397804,38.08036983599927
201,clueweb12-1103wb-34-18912,24.566978818214537,0.0,0.0
201,clueweb12-0713wb-62-15328,24.539491924445883,20.0176222672593,30.88089440190261
201,clueweb12-0807wb-93-08686,24.553247473469348,17.590068355656875,39.177899178150696
201,clueweb12-1500tw-29-15704,24.487315412077756,16.578124738467938,38.2325354723418
201,clueweb12-1712wb-90-15515,24.526285512127302,14.844404333084317,19.45583759497981
