QueryId,DocumentId,TFIDF_title_sum,TFIDF_content_sum,TFIDF_anchors_sum,TFIDF_title_mean,TFIDF_content_mean,TFIDF_anchors_mean,TFIDF_title_max,TFIDF_content_max,TFIDF_anchors_max,TFIDF_title_min,TFIDF_content_min,TFIDF_anchors_min,normalized_TFIDF_title_sum,normalized_TFIDF_content_sum,normalized_TFIDF_anchors_sum,normalized_TFIDF_title_mean,normalized_TFIDF_content_mean,normalized_TFIDF_anchors_mean,normalized_TFIDF_title_max,normalized_TFIDF_content_max,normalized_TFIDF_anchors_max,normalized_TFIDF_title_min,normalized_TFIDF_content_min,normalized_TFIDF_anchors_min
201,clueweb12-1700tw-22-12689,18.174565615912126,741.5585952198569,0.0,9.087282807956063,370.77929760992845,0.0,9.507243385785833,393.3492095015302,0.0,8.667322230126294,348.2093857183267,0.0,3.0290942693186875,0.7582398724129417,0.0,1.5145471346593438,0.37911993620647083,0.0,1.5845405642976387,0.402197555727536,0.0,1.4445537050210489,0.35604231668540565,0.0
201,clueweb12-0915wb-34-01721,18.174482080730968,475.62064107203,0.0,9.087241040365484,237.810320536015,0.0,9.503535224257027,255.98437108331208,0.0,8.670946856473941,219.6362699887179,0.0,2.0193868978589964,0.6401354523176717,0.0,1.0096934489294982,0.32006772615883583,0.0,1.0559483582507807,0.3445280902870957,0.0,0.9634385396082157,0.2956073620305759,0.0
201,clueweb12-0713wb-35-13648,0.0,490.52112451281056,0.0,0.0,245.26056225640528,0.0,0.0,286.7278939997975,0.0,0.0,203.79323051301304,0.0,0.0,0.2960296466583045,0.0,0.0,0.14801482332915225,0.0,0.0,0.17304037054906307,0.0,0.0,0.12298927610924143,0.0
201,clueweb12-0900wb-98-24673,0.0,266.7154525011114,0.0,0.0,133.3577262505557,0.0,0.0,143.36463154517503,0.0,0.0,123.35082095593637,0.0,0.0,0.5465480584039167,0.0,0.0,0.27327402920195837,0.0,0.0,0.293779982674539,0.0,0.0,0.2527680757293778,0.0
201,clueweb12-0909wb-96-26247,18.147684053565868,313.10289625392846,18.67782057947452,9.073842026782934,156.55144812696423,9.33891028973726,9.550171214805449,168.29863470753034,9.619303100128636,8.597512838760421,144.80426154639812,9.058517479345882,3.0246140089276445,0.35022695330417053,1.6979836890431381,1.5123070044638223,0.17511347665208526,0.8489918445215691,1.5916952024675748,0.18825350638426214,0.8744821000116942,1.4329188064600702,0.16197344691990842,0.8235015890314439
201,clueweb12-0401tw-04-20151,18.196233782964544,290.4661861166682,0.0,9.098116891482272,145.2330930583341,0.0,9.556024398757597,156.22777657757248,0.0,8.640209384206948,134.23840953909573,0.0,1.2130822521976363,0.2127957407448119,0.0,0.6065411260988182,0.10639787037240594,0.0,0.6370682932505064,0.11445258357331317,0.0,0.5760139589471298,0.0983431571714987,0.0
201,clueweb12-1102wb-91-12621,18.144773612907805,283.7081825470659,1848.1929421569812,9.072386806453903,141.85409127353296,924.0964710784906,9.547224273934457,149.59782481510223,950.9232067827049,8.59754933897335,134.1103577319637,897.2697353742763,6.048257870969269,0.2510691880947486,9.334307788671623,3.0241289354846344,0.1255345940473743,4.6671538943358115,3.1824080913114856,0.13238745558858606,4.80264245849851,2.865849779657783,0.11868173250616255,4.531665330173112
201,clueweb12-0400tw-34-18992,18.17236451301637,261.4626484394968,224.018090512777,9.086182256508184,130.7313242197484,112.0090452563885,9.501129085337055,143.60129820118306,115.06504366388259,8.671235427679315,117.86135023831369,108.95304684889443,2.5960520732880528,0.2712268137339178,3.7336348418796166,1.2980260366440264,0.1356134068669589,1.8668174209398083,1.3573041550481508,0.1489640022833849,1.9177507277313766,1.2387479182399022,0.12226281145053287,1.8158841141482405
201,clueweb12-0901tw-08-02360,45.01969133706886,236.47880552781476,0.0,22.50984566853443,118.23940276390738,0.0,26.012708760901614,118.62611288739328,0.0,19.006982576167253,117.8526926404215,0.0,3.215692238362062,0.3136323680740249,0.0,1.607846119181031,0.15681618403701245,0.0,1.8580506257786866,0.15732906218487172,0.0,1.3576416125833752,0.15630330588915317,0.0
201,clueweb12-1500tw-87-15657,18.193176903872768,230.58683655086816,0.0,9.096588451936384,115.29341827543408,0.0,9.552736411532496,118.09735968001115,0.0,8.64044049234027,112.48947687085699,0.0,1.299512635990912,0.23577386150395516,0.0,0.649756317995456,0.11788693075197758,0.0,0.6823383151094641,0.12075394650307888,0.0,0.6171743208814479,0.11501991500087627,0.0
