QueryId,DocumentId,Relevance
201,clueweb12-0900wb-35-34759,0.9769652853929116
201,clueweb12-0713wb-62-15328,0.8125990954271953
201,clueweb12-1604wb-20-11054,0.7926686680965551
201,clueweb12-1102wb-91-12621,0.7874423980856909
201,clueweb12-0401tw-01-03242,0.7684119091095915
201,clueweb12-1310wb-04-16486,0.7044741890463523
201,clueweb12-0604wb-40-13236,0.6541173324674487
201,clueweb12-0401tw-00-11091,0.4369464585589633
201,clueweb12-0902wb-72-11855,0.40072404728079963
201,clueweb12-1500tw-29-15704,0.3759623436715193
201,clueweb12-0307wb-47-02869,0.31216108911277646
201,clueweb12-0906wb-67-25261,0.3118165821657057
201,clueweb12-0714wb-00-13547,0.30386669688186124
201,clueweb12-0906wb-09-33744,0.3017285211322306
201,clueweb12-0906wb-96-33932,0.28792974607371236
201,clueweb12-1500tw-89-03150,0.28257075052351444
201,clueweb12-1806wb-39-29403,0.26054504165795406
201,clueweb12-0301tw-21-03835,0.2544845167082327
201,clueweb12-0904wb-71-24469,0.2534708649826573
201,clueweb12-1600tw-02-18513,0.23691059009870058
201,clueweb12-0700tw-54-14874,0.21013150766826985
201,clueweb12-1811wb-56-16219,0.20727742241370417
201,clueweb12-0908wb-21-22923,0.2017938323432367
201,clueweb12-0500tw-11-08405,0.2017938323432367
201,clueweb12-0300tw-61-16714,0.2008211079331474
201,clueweb12-0713wb-53-13641,0.20070495030378457
201,clueweb12-0800tw-24-10527,0.18713763554596907
201,clueweb12-1211wb-15-11029,0.18469149622558562
201,clueweb12-0700tw-24-01437,0.1831985918786111
201,clueweb12-0401tw-03-21671,0.18139219580429541
201,clueweb12-1200tw-80-10421,0.17946629928028288
201,clueweb12-0807wb-93-08686,0.17390889379050378
201,clueweb12-0900tw-69-06553,0.16942471835362644
201,clueweb12-0800tw-37-07485,0.16654100720372164
201,clueweb12-0810wb-64-06846,0.16023874581485786
201,clueweb12-0400tw-34-18992,0.15932122356260445
201,clueweb12-0909wb-96-26247,0.15810472913311574
201,clueweb12-1600tw-40-06466,0.15435812594115483
201,clueweb12-0301tw-34-08947,0.15368619570367928
201,clueweb12-1305wb-59-01481,0.1477826094579793
201,clueweb12-0500tw-11-00340,0.1423405876911123
201,clueweb12-1500tw-87-15657,0.1356982890509054
201,clueweb12-0401tw-16-02547,0.1319397808317044
201,clueweb12-1200tw-74-09560,0.1318554222160023
201,clueweb12-0401tw-11-13679,0.1318554222160023
201,clueweb12-0600tw-27-03059,0.13067890450519454
201,clueweb12-0700tw-16-15536,0.12118713770167475
201,clueweb12-1103wb-53-15541,0.11906620544139877
201,clueweb12-1103wb-89-23937,0.11906620544139877
201,clueweb12-0800tw-24-12533,0.11348587469009985
201,clueweb12-0400tw-96-22358,0.11286600681551558
201,clueweb12-0400tw-98-19394,0.11274984918615276
201,clueweb12-1700tw-03-09403,0.11274984918615276
201,clueweb12-0816wb-83-13972,0.11090382006302969
201,clueweb12-0717wb-19-00907,0.11070197222656467
201,clueweb12-1700tw-22-12689,0.11063035663939526
201,clueweb12-1100tw-71-09590,0.10913371421718734
201,clueweb12-1200tw-27-17833,0.10514342658723697
201,clueweb12-1110wb-37-14389,0.10311670706801956
201,clueweb12-0915wb-07-09887,0.09838884421786484
201,clueweb12-0800tw-05-18710,0.09738236551310499
201,clueweb12-0108wb-37-07006,0.09622167351706494
201,clueweb12-0400tw-96-01734,0.09478909142191388
201,clueweb12-0910wb-29-12247,0.09060950880328003
201,clueweb12-0908wb-88-00684,0.09060950880328003
201,clueweb12-0916wb-00-04079,0.09003748777784852
201,clueweb12-1700tw-09-00623,0.08811834378260772
201,clueweb12-0600tw-42-14363,0.08798026422774981
201,clueweb12-1205wb-61-24105,0.08758423453115556
201,clueweb12-0901tw-08-02360,0.07801630229725376
201,clueweb12-1410wb-38-06953,0.07501818659173246
201,clueweb12-0906wb-86-33232,0.07468332178300158
201,clueweb12-1812wb-83-07588,0.07310771652550214
201,clueweb12-1608wb-61-17370,0.07310771652550214
201,clueweb12-1200tw-71-00213,0.07307950106211733
201,clueweb12-1712wb-90-15515,0.07253615489628379
201,clueweb12-0209wb-62-29860,0.0716181971667931
201,clueweb12-0207wb-00-11831,0.06980965638497402
201,clueweb12-0606wb-18-17991,0.06788590456846487
201,clueweb12-0401tw-04-20151,0.06688353130111943
201,clueweb12-1811wb-98-08858,0.06429169152499455
201,clueweb12-0713wb-63-21836,0.06429169152499455
201,clueweb12-1200tw-74-13246,0.061607195768608965
201,clueweb12-0500tw-22-06416,0.061607195768608965
201,clueweb12-0006wb-96-02778,0.05676620970527917
201,clueweb12-1203wb-45-10051,0.052538138821974334
201,clueweb12-1203wb-51-26700,0.052538138821974334
201,clueweb12-1804wb-47-11412,0.04731087585281523
201,clueweb12-1103wb-34-18912,0.04731087585281523
201,clueweb12-0611wb-37-01840,0.04731087585281523
201,clueweb12-1602wb-44-05440,0.04684149857390262
201,clueweb12-1712wb-94-32026,0.04550233507099615
201,clueweb12-0713wb-35-13648,0.042722921735612464
201,clueweb12-0200tw-44-09077,0.04190812202752582
201,clueweb12-0800tw-17-25760,0.04045374577917141
201,clueweb12-1007wb-48-27054,0.033273814982467474
201,clueweb12-0900wb-98-24673,0.03095927716847804
201,clueweb12-0800tw-43-07338,0.024349161652478822
201,clueweb12-0915wb-34-01721,0.01976340482282754
201,clueweb12-1910wb-84-16059,0.007705762812732385
202,clueweb12-1900tw-53-20555,1.3277165539588296
202,clueweb12-1707wb-98-07904,1.0518859228602262
202,clueweb12-1116wb-12-30914,1.048706755175173
202,clueweb12-1212wb-02-13082,0.8666337965151447
202,clueweb12-0601wb-18-11856,0.6539960404295345
202,clueweb12-0209wb-80-33566,0.6305625582806774
202,clueweb12-1116wb-59-18964,0.4490537371821619
202,clueweb12-0814wb-20-13703,0.4334917304039402
202,clueweb12-1806wb-88-04355,0.41050475649595564
202,clueweb12-0209wb-09-11391,0.37219638467935634
202,clueweb12-1013wb-15-21838,0.3685515699140908
202,clueweb12-1811wb-97-04637,0.35572094416803063
202,clueweb12-1217wb-38-28443,0.3485770205909337
202,clueweb12-0818wb-09-01540,0.32519422445891305
202,clueweb12-1215wb-33-08369,0.32434038577467045
202,clueweb12-0006wb-02-16302,0.28516660447473036
202,clueweb12-1118wb-60-01284,0.2636174902547762
202,clueweb12-0510wb-95-32597,0.25703246343780545
202,clueweb12-1007wb-91-07147,0.15959055481810536
202,clueweb12-0809wb-89-07523,0.1537565714952321
202,clueweb12-0502wb-65-22527,0.1193568599830059
202,clueweb12-0900tw-27-15704,0.11786422238360422
202,clueweb12-0905wb-62-10264,0.1107544844562171
202,clueweb12-0503wb-06-01803,0.11004787562422592
202,clueweb12-0502wb-85-19374,0.11004787562422592
202,clueweb12-0305wb-73-09000,0.1000466286102584
202,clueweb12-0100wb-98-08558,0.09879831395573792
202,clueweb12-0305wb-95-20076,0.089273665050175
202,clueweb12-0405wb-59-02836,0.08223115646568294
202,clueweb12-0702wb-44-04201,0.07702259662798058
202,clueweb12-1115wb-60-25601,0.06253383665048365
202,clueweb12-1300wb-41-17656,0.06227835133030916
202,clueweb12-0511wb-25-03910,0.04709395125509215
202,clueweb12-1809wb-61-03622,0.03275651704056971
202,clueweb12-1415wb-40-03869,0.03204855730417915
202,clueweb12-0500tw-06-07919,0.029339088036085186
202,clueweb12-0212wb-15-25356,0.02435338642813003
202,clueweb12-0302wb-25-22790,0.023489942980750807
202,clueweb12-0204wb-66-13464,0.023489942980750807
202,clueweb12-0206wb-61-12908,0.02347728659645563
202,clueweb12-0404wb-43-03460,0.022508430059064336
202,clueweb12-0100tw-12-07624,0.02169838752267916
202,clueweb12-1117wb-31-15779,0.021560202476986704
202,clueweb12-0300wb-04-21283,0.017989419987676246
202,clueweb12-1314wb-40-05225,0.01702339868618229
202,clueweb12-1216wb-41-05666,0.016593014531409798
202,clueweb12-0206wb-16-22957,0.015909333764063033
202,clueweb12-1304wb-62-13501,0.012694238935153196
202,clueweb12-1100tw-35-08357,0.01215796688082455
202,clueweb12-1908wb-87-05618,0.011712726013466733
202,clueweb12-0815wb-27-27558,0.009945088780549845
202,clueweb12-0900tw-05-12646,0.0066228561568922595
202,clueweb12-0111wb-82-16175,0.0066228561568922595
202,clueweb12-1305wb-00-27580,0.0066228561568922595
202,clueweb12-1600wb-83-17270,0.005074269133526553
202,clueweb12-1512wb-89-10326,0.005021179796270868
